606,4618,13763,5535,216,0,0,0,text
770,5736,16792,7107,263,0,0,0,text
588,4468,13818,6112,288,0,0,0,text
213,2122,4343,1493,44,0,0,0,text
33,261,562,170,4,0,0,0,text
428,3114,10337,4382,220,0,0,0,text
3,67,192,48,12,0,0,0,text
3,45,127,31,0,0,0,0,text
29,203,850,295,40,0,0,0,text
